SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year
128,"SOPWKSS12AC468E659",735425,"A Tribute to The American Horse","ARSE6YI1187B9B9CD2",30.2676,"Austin",-97.74298,"James Hunter",0.0,188.73424,2,0.862,114.971,4,0.0,"Cowboy Ways",0
129,"SOOGNJP12A8C1381AD",293668,"Underneath","ARQOC971187B9910FA",42.73383,"Lansing MI",-84.59334,"The Verve Pipe",0.0,292.8322,9,0.295,133.306,4,0.338,"Medicate Myself",2001
130,"SOCRHCQ12A58A7C8C6",46647,"Can We Go Home Now","AR11NP91187B9901B4",,"New York City",,"The Roches",0.0,338.33751,2,0.626,130.027,4,0.509,"Christlike Roche",1995
131,"SOGMXBW12A6D4FB8D7",128198,"Electropop","ARV1P811187FB3CFC6",,"",,"Jupiter Rising",0.0,193.4624,0,0.373,119.979,4,1.0,"They Say (Album)",2007
132,"SORWXUP12A58A79E65",276924,"Best Of Maxi Priest","ARI0PUX1187FB3F215",54.31392,"Great Britain / UK",-2.23218,"Maxi Priest",0.0,301.81832,10,0.683,61.971,1,0.397,"Groovin' In The Midnight",1991
133,"SOFUBCP12A8C13D5EF",117983,"99 Monkeys","AR19SOA1187B98F6E6",40.71455,"New York",-74.00712,"Bob Neuwirth",0.0,241.10975,4,0.965,152.267,3,1.0,"Biding Her Time",1990
134,"SOOPUTF12AB018DFAA",818344,"DUMB: 4-track cassette recordings (1987)","ARIU0MA1187B98D36F",,"",,"Dharma Bums",0.0,127.4771,6,0.81,156.968,1,0.0,"Simon's Folly",0
135,"SOCCQIQ12A8C13C76B",158078,"Mis Momentos","AR6C8EJ1187FB3F473",," Ub\xc3\xa1 Minas Gerais",,"Nelson Ned",0.0,211.80036,9,0.519,144.651,4,0.142,"Brasas Vivas",0
136,"SOMXWXQ12AC3DFA002",683402,"Wintertime","ARWXHRS1241B9C7A1E",,"",,"Thomas Battenstein",0.0,205.58322,9,0.825,97.976,3,1.0,"Sympathy",0
137,"SOVZBDR12A6702012E",6949,"Nothing Else Matters","ARTDBI61187FB48479",42.99671,"Grand Rapids MI",-85.59012,"Marvin Sapp",0.0,270.68036,1,0.33,166.275,4,0.845,"More And More  (LP Version)",0
138,"SOZQDIU12A58A7BCF6",672016,"Strictly Confidential","ARNTLGG11E2835DDB9",,"",,"Clp",0.0,338.31138,6,0.687,125.006,4,1.0,"Superconfidential",0
139,"SOLLHMX12AB01846DC",463514,"The Emperor Falls","AR1Y2PT1187FB5B9CE",27.94017,"Brandon",-82.32547,"John Wesley",0.0,484.62322,4,0.283,138.007,4,0.893,"The Emperor Falls",0
140,"SOBLGCN12AB0183212",652784,"Sue Thompson - Her Very Best","AR47JEX1187B995D81",37.83721,"Nevada MO",-94.35868,"SUE THOMPSON",0.0,124.86485,10,0.697,137.522,4,0.0,"James (Hold The Ladder Steady)",1985
141,"SOBBUGU12A8C13E95D",223365,"Miss Machine","ARMAC4T1187FB3FA4C",40.82624,"Morris Plains NJ",-74.47995,"The Dillinger Escape Plan",0.0,207.77751,7,0.381,166.862,4,0.0,"Setting Fire to Sleeping Giants",2004
142,"SOYTPEP12AB0180E7B",643400,"Best of The Shangri-Las","ARAJPHH1187FB5566A",40.7038,"Queens NY",-73.83168,"The Shangri-Las",0.0,164.80608,10,0.254,130.1,1,0.0,"Twist and Shout",1964
143,"SOBZBAZ12A6D4F8742",59744,"Willie Bobo's Finest Hour","AROUOZZ1187B9ABE51",40.79195,"New York NY [Spanish Harlem]",-73.94512,"Willie Bobo",0.0,168.25424,8,0.812,127.025,4,0.792,"Spanish Grease",1997
144,"SOPSWQW12A6D4F8781",45730,"Live","ARGIWFO1187B9B55B7",,"",,"Five Bolt Main",0.0,225.09669,7,0.53,164.672,1,0.0,"Made Like This (Live)",0
145,"SOZCTXZ12AB0182364",386995,"Un cafe_ setanta matins","AR5KOSW1187FB35FF4",49.80388,"Dubai UAE",15.47491,"Elena",0.0,269.58322,2,0.596,111.874,4,1.0,"Setanta matins",0
146,"SOVYKGO12AB0187199",373723,"Shake A Hand","ARH4Z031187B9A71F2",40.73197,"Newark NJ",-74.17418,"Faye Adams",0.0,156.39465,8,0.569,95.957,3,0.689,"Crazy Mixed Up World",1961
147,"SONYPOM12A8C13B2D7",160881,"The Real Twang Thang","ARDNS031187B9924F0",32.67828,"Georgia",-83.22295,"Tim Wilson",0.0,186.48771,5,0.762,90.022,1,0.971,"I Think My Wife Is Running Around On Me (Taco Hell)",2005
148,"SOOLYAZ12A6701F4A6",12882,"Who Is Mike Jones?","AREBBGV1187FB523D2",,"Houston TX",,"Mike Jones (Featuring CJ_ Mello & Lil' Bran)",0.0,173.66159,7,0.299,41.993,1,0.0,"Laws Patrolling (Album Version)",0
149,"SOGXHEG12AB018653E",663761,"20 Of Her Best","AR0RCMP1187FB3F427",30.08615,"Beaumont TX",-94.10158,"Billie Jo Spears",0.0,133.32853,4,0.384,160.839,1,0.0,"It Makes No Difference Now",1992
150,"SOGNCJP12A58A80271",228326,"Occasional Rain","ARB29H41187B98F0EF",41.88415,"Chicago",-87.63241,"Terry Callier",0.0,342.56934,6,0.381,110.189,3,0.353,"Do You Finally Need A Friend",1972
151,"SOGOSOV12AF72A285E",270281,"Tibiri Tabara","ARGUVEV1187B98BA17",,"",,"Sierra Maestra",0.0,313.12934,9,0.724,189.646,3,0.674,"\xc2\xbfD\xc3\xb3nde va Chichi?",1997
152,"SOCHRXB12A8AE48069",358442,"Total Workout Running 102 - 135 - 84bpm Ideal For Jogging_ Running_ Treadmill & General Fitness","ARTDQRC1187FB4EFD4",,"Los Angeles CA",,"Black Eyed Peas",0.0,229.61587,11,0.205,105.206,4,1.0,"Let's Get It Started",2004
153,"SOTUBVH12AB018D2EC",682725,"Country Lovers. Vol. 3","ARF4V431187FB3AA41",27.94653,"Tampa FL",-82.45927,"Slim Whitman",0.0,195.91791,3,0.883,91.487,4,0.0,"Indian Love Call",1990
154,"SORABMD12A8C136672",200689,"The Very Best Of","ARLWR721187B9A03C9",35.82213,"Humboldt TN",-88.91599,"T.G. Sheppard",0.0,194.11546,5,1.0,82.343,1,0.387,"You Feel Good All Over",2002
155,"SOYMMDY12AB01825B2",325335,"Daddy Don't Disco","ARCFOZ71187FB43A0D",,"",,"The Dirty Skirts",0.0,206.75873,0,0.613,141.936,4,0.634,"Wake",0
156,"SOQGFVO12A8C13C8C3",112851,"Unconditional Love","AR8H87D1187FB3A841",34.03142,"Delight AR",-93.50243,"Glen Campbell",0.0,142.75873,1,0.62,137.29,4,0.0,"I'm Gone This Time",0
157,"SODRHHD12AB0189F2A",664484,"Vendredi 13 - 1981","ARW63KF1187B98AC48",46.71067,"FR",1.71819,"Julien Clerc",0.0,272.63955,2,0.633,119.896,5,0.921,"This Melody (Live)",0
158,"SOOOROX12A6D4F8400",26902,"60's Triple set","ARWY7I71187FB36C3D",40.71455,"New York NY",-74.00712,"Lesley Gore",0.0,136.48934,9,0.386,129.122,1,0.0,"It's My Party",1963
159,"SONRLQH12AB017C232",629785,"It's War Again","ARVQ4QM1187B98AD95",33.52029,"Birmingham AL",-86.8115,"Hank Penny & The Lincoln Penny Orchestra",0.0,123.21914,7,0.278,126.523,1,0.0,"Dixie",0
160,"SOKBBXO12A6701DEA0",15567,"Things Falling Apart","ARK9TRQ1187B99C095",41.50471,"Cleveland OH",-81.69074,"Nine Inch Nails",0.0,426.89261,0,0.05,63.017,4,0.378,"Metal",2000
161,"SOQQVQJ12AB0185192",495734,"Live Inferno","ARYPWUK1187B98ACED",64.55653,"Norway",12.66538,"Emperor",0.0,72.61995,9,0.0,89.867,4,0.476,"Opus a Satana (Part 2)",0
162,"SORENXV12A6701F61F",4967,"What You Thought You Heard","AR9XEVF1187B99D017",,"",,"Borialis",0.0,239.3073,2,0.569,86.938,4,0.222,"Hourglass",0
163,"SOJWQIP12A6D4F710A",82932,"15 Exitos Vol. 2 Flor Silvestre","ARHFEBO11F50C4825A",,"",,"Flor Silvestre",0.0,134.81751,11,0.847,106.049,1,0.0,"Caricia Y Herida",0
164,"SOKLLOH12A67020F2C",220917,"Lullabies To Paralyze","AR6G4V01187B9AD086",,"",,"Queens Of The Stone Age",0.0,288.41751,2,0.08,115.606,4,0.0,"I Never Came",2005
165,"SOHWGFU12AB017B036",435830,"Un Titre de Toune","ARI5P4N1187FB3F44D",,"Minnesota",,"Suburbs",0.0,187.24526,1,0.842,183.92,1,0.063,"Monde De Fou",2005
166,"SONSPZE12AB01819CE",633532,"Yeah.  Well_ Anyway....","AR6Y22S1187B99906F",,"",,"Smartbomb",0.0,233.27302,0,0.53,132.022,4,0.782,"Complicate It",2001
167,"SOMQAGT12A8C132DB4",287804,"Affirmation","ARBGWMW1187B9AEA3E",,"CA",,"Savage Garden",0.0,118.33424,9,0.0,84.69,5,0.678,"You Can Still Be Free",1999
168,"SODDZAD12A6701DC4C",11305,"The Singles","AR9AM2N1187B9AD2F1",53.4796,"Manchester England",-2.24881,"Inspiral Carpets",0.0,283.76771,2,0.823,113.677,4,1.0,"Commercial Reign",1990
169,"SOWHYUG12A58A77FAB",413222,"Your Funeral... My Trial (2009 Digital Remaster)","ARODBRG1187FB3FD99",,"",,"Nick Cave & The Bad Seeds",0.0,269.26975,9,0.052,144.603,4,0.0,"She Fell Away (2009 Digital Remaster)",0
170,"SOYSTDI12A6D4F6500",80578,"Oasis of Love","ARMBYRO1187FB57419",,"",,"Nadine Renee",0.0,249.41669,2,0.883,167.92,4,0.75,"Next Time",0
171,"SOGKIWV12A6D4F86C4",74655,"Too Much Too Soon","ARS1OWB1187B99EEAD",,"New York NY",,"The New York Dolls",0.0,344.05832,11,0.425,154.953,1,0.0,"Human Being",1974
172,"SOTSETT12AB01863B8",575531,"Bluesman","AR5U94U1187FB5CDCF",,"",,"John Hammond",0.0,195.3171,7,0.98,123.142,4,0.678,"I Can't Be Satisfied",2002
173,"SOEPPKB12AB018418B",505301,"Ec8or","AR6IRG41187B9A4D98",52.51607,"Berlin Germany",13.37698,"Ec8or",0.0,217.23383,10,0.005,95.596,4,1.0,"Cocain Ducks",1995
174,"SOTSEJY12AB0180F56",417945,"Greatest Hits","ART3O5Z1187B9AB043",32.77815,"Dallas TX",-96.7954,"Stevie Ray Vaughan",0.0,248.78975,1,0.754,116.721,4,0.522,"Crossfire",1992
175,"SORSECL12AB0182267",644631,"Cracks","ARXUT4W1187FB48BEB",,"",,"Javier Navarrete",0.0,128.83546,3,0.0,90.932,3,1.0,"Midnight Swim",0
176,"SOTUNMH12A6D4FA3E6",234425,"Etiquette","ARRJNTE1187FB44E12",,"",,"Casiotone For The Painfully Alone",0.0,175.72526,0,0.522,141.919,4,0.445,"Nashville Parthenon",2006
177,"SOMSBGZ12AB018C4CB",709879,"The Palest Grey","ARLGWFM1187FB4AC9F",34.05349,"California - LA",-118.24532,"Scarlet's Remains",0.0,198.73914,7,0.673,115.061,4,0.731,"Spin",2007
178,"SOHGKJW12AC468A8BD",782470,"Lo Mejor con La Orq. Broadway","AR6YDKV1187B989230",,"",,"Roberto Torres",0.0,226.66404,0,0.863,117.271,4,0.453,"Sabor Guajiro",0
179,"SOVXMTN12A8C135A18",157648,"Profities","ARNQAVF11F4C844C04",,"",,"Despina Vandi",0.0,303.09832,8,0.532,128.292,4,0.83,"OUTE ENA EFHARISTO",0
180,"SOTWVQT12A58A79650",557761,"A Bothered Mind","AR7TTS41187B9B42D3",34.36401,"Oxford MS",-89.51877,"R.L. Burnside",0.0,277.78567,2,0.0,89.984,4,0.0,"Glory Be",2004
181,"SOFHBAR12A6701D0FE",14592,"Love_ Peace & Nappiness","AROEL1B1187B988B90",,"South Jamaica Queens",,"Lost Boyz",0.0,269.7922,7,0.715,90.218,4,1.0,"Certain Things We Do",1997
182,"SONQBUB12A6D4F8ED0",42595,"Jump Back - The Best Of The Rolling Stones_ '71-'93","ARFCUN31187B9AD578",51.50632,"London England",-0.12714,"The Rolling Stones",0.0,271.49016,9,0.301,139.333,1,0.0,"Angie (1993 Digital Remaster)",0
183,"SOPHYIS12AAF3B35A3",322532,"Bossa Nova Stories","ARGMXQW1187FB54C34",-23.56287,"Sao Paulo Brazil",-46.65466,"Eliane Elias",0.0,251.42812,7,0.391,86.091,5,0.551,"The More I See You",2009
184,"SOJXVAH12A8C139700",244586,"Piouhgd + Widowermaker!","ARPQ4Z01187FB3A736",29.42449,"San Antonio TX",-98.49462,"Butthole Surfers",0.0,450.84689,4,0.726,130.586,4,0.42,"Barking Dogs (From "Piouhgd")",0
185,"SOOGFBZ12AC3DF7FF2",730551,"Pieces Of Time","ARDD1RC1187B9B52B4",,"",,"Jacob Young",0.0,456.30649,1,0.611,89.667,4,0.747,"In A Subtle Way",0
186,"SONYRZV12AB018AF70",706005,"A Match & Some Gasoline","ARWYVP51187B98C516",42.33168,"Detroit MI",-83.04792,"The Suicide Machines",0.0,95.68608,2,0.421,115.887,4,0.744,"Burning In The Aftermath",2003
187,"SOINBCU12A6D4F94C0",28723,"Grown Man","ARV1JVD1187B9AD195",35.91463,"Chapel Hill NC",-79.05661,"Loudon Wainwright III",0.0,190.48444,3,0.544,102.428,4,0.496,"Human Cannonball",1995
188,"SOZEHMC12A6D4F9F30",128122,"Discovering The Waterfront","AR10USD1187B99F3F1",,"Burlington Ontario Canada",,"Silverstein",0.0,229.642,2,0.548,108.499,4,0.785,"Always And Never (Album Version)",2005
189,"SOSTFTW12A8C13B84A",165664,"Samambaia","ARKUP6H1187FB3F8E3",,"",,"Cesar Camargo Mariano/Helio Delmiro",0.0,287.11138,9,0.577,163.167,4,0.0,"Milagre Dos Peixes/ Musica Incidental: Cais/ Music Incidental: San Vicente",0
190,"SOTVEKK12A8C1392E1",293884,"Run DMC","ARX9YIP1187B98A656",,"",,"RUN-DMC",0.0,234.65751,1,0.572,119.67,4,0.686,"Hard Times",1984
191,"SOTYCYE12AC468AA08",783225,"Pink Chokolate!","ARYECMK1187FB5C081",,"Windhoek",,"Lady May",0.0,214.04689,1,0.695,188.056,3,1.0,"The Boss",0
192,"SOYDHCW12A6D4F9A2E",63865,"Blue Velvet","AR1PCLK1187FB5BBFF",40.14323,"New Jersey",-74.72671,"Angelo Badalamenti",0.0,109.37424,6,0.163,61.883,1,0.56,"Jeffrey's Dark Side",1987
193,"SOAKXET12CF5F86E71",386120,"Made In Hong Kong (And In Various Other Places)","AR74Q3R1187B9B24C3",,"Kitee Finland",,"Nightwish",0.0,301.06077,3,0.569,143.97,4,0.456,"Escapist",2007
194,"SOGBJSK12AB018D052",582102,"Windsor Strings","AR0G47L1187B98CC6D",50.91552,"Battle Sussex England",0.48883,"Frank Chacksfield",0.0,151.82322,7,0.569,0.0,1,0.0,"Someone to Watch Over Me",0
195,"SOLHFZF12AB018AB3E",762292,"Disconnected","ARHRP6Q1187FB3F016",43.04181,"Milwaukee WI",-87.90684,"Buzzhorn",0.0,239.98649,9,0.03,144.836,3,0.442,"Pinned To The Ground (album version)",2002
196,"SOHGAJH12A6D4F8F58",47335,"Love That Bert Kaempfert","ARPPURC1187B990FB7",,"",,"Bert Kaempfert And His Orchestra",0.0,163.76118,0,0.377,105.181,1,0.0,"Just As Much As Ever",0
197,"SOYHNTG12A6D4F5703",532741,"Myth Takes","ARTW7I31187B9A4CA9",,"",,"!!!",0.0,143.98649,11,0.673,193.978,4,0.0,"Myth Takes",2007
198,"SOCTSJA12AC9618325",692436,"Please Help Me I'm Fallin'","AR0X3JJ1187FB3A9A7",,"McLellan FL",,"Hank Locklin",0.0,159.03302,9,0.703,165.668,3,0.928,"Filipino Baby",0
199,"SOXIATP12AAF3B2184",617077,"Vanguard Visionaries","ARINEWW1187FB5577E",,"",,"Perrey And Kingsley",0.0,122.64444,0,0.61,102.538,4,0.869,"Spooks In Space",1966
200,"SOMZCVH12AB0182B8E",619882,"The Ultimate Most Relaxing New Age Piano in the Universe","AR89DTT1187B9A7ED5",37.77916,"California - SF",-122.42005,"Suzanne Ciani",0.0,239.59465,7,0.527,106.33,4,0.526,"Stream",0
201,"SODHVES12A6701CE6B",17220,"The Road To Hell Part 2","AR3793X1187FB50CB3",,"Middlesbrough England",,"Chris Rea",0.0,241.162,9,0.222,180.149,4,0.0,"Driving Home For Christmas",1986
202,"SOGNQWU12A8AE4868F",278999,"Be Yourself Tonight","ARDGB6U1187FB3AD07",51.50632,"London England",-0.12714,"Eurythmics",0.0,207.0722,0,0.442,84.164,4,0.853,"Tous Les Gar\xc3\xa7ons Et Les Filles",1985
203,"SOVOLGY12A6D4F822B",38599,"Eat / Kiss: Music For The Films By Andy Warhol","ARUI8651187B9ACF52",,"Garnant Wales",,"John Cale",0.0,228.46649,7,0.458,137.004,1,0.0,"Movement 4 [from Kiss] (Album Version)",1997
204,"SOTNTNJ12AAA15FBD6",321356,"Jeux de dames_ vol. 1 (r\xc3\xa9alisation Ronald Rubinel)","ARZKRD01187FB45FD2",,"",,"Edith Lefel",0.0,276.50567,0,0.29,101.972,4,1.0,"An ti chans'",0
205,"SOLGHDZ12AB0183B11",449471,"Holy Roller Novocaine","ARF2EHS1187B994F4E",36.16778,"Nashville Tennessee",-86.77836,"Kings Of Leon",0.0,187.92444,0,0.612,116.823,4,0.347,"Wicker Chair",2003
206,"SOFGHAM12AB0186412",765750,"Mafu\xc3\xa1","ARUWLCL1187FB549B8",,"",,"Yamandu Costa",0.0,190.04036,2,0.105,205.317,4,0.0,"Mafu\xc3\xa1",0
207,"SONXJBL12AAF3B2C0C",618615,"Classic Gold: Best of All","ARMD0G81187B99A519",,"",,"Vickie Winans",0.0,228.93669,11,0.172,107.961,4,1.0,"Make Me Over",0
208,"SOYWZTU12AB0180E26",681639,"The Berzerker","AR0VZWC1187B99BA57",-37.81753,"Melbourne Australia",144.96715,"The Berzerker",0.0,165.61587,1,0.108,174.287,3,0.132,"Deform (live)",2000
209,"SOYQOFI12A6D4F76E1",19601,"Hometown 2001","AR2J2WF1187FB46271",54.48303,"Egremont Cumbria England",-3.53444,"Francis Dunnery",0.0,300.79955,7,0.666,124.175,4,0.698,"Too Much Saturn",1995
210,"SOCPRKM12AB018A2FD",515081,"Germicide","AR8W8DN1187FB35ED0",34.05349,"Los Angeles CA",-118.24532,"The Germs",0.0,206.05342,11,0.641,133.144,1,0.0,"Forming",1977
211,"SOMJBYD12A6D4F8557",25824,"Da Ghetto Psychic","ARD0S291187B9B7BF5",,"Ohio",,"Rated R",0.0,114.78159,1,0.0,111.787,1,0.0,"Keepin It Real (Skit)",0
212,"SOCIWDW12A8C13D406",300822,"Dimensions","ARMJAGH1187FB546F3",35.14968,"Memphis TN",-90.04892,"The Box Tops",0.0,148.03546,6,0.169,121.274,4,0.384,"Soul Deep",1969
213,"SOQHXMF12AB0182363",539081,"I Need You","ARGSJW91187B9B1D6B",35.21962,"North Carolina",-80.01955,"JennyAnyKind",0.0,218.77506,5,0.354,146.765,1,0.0,"Young Boy Blues",0
214,"SOXVLOJ12AB0189215",514953,"Las Numero 1 De La Sonora Santanera","ARKRRTF1187B9984DA",,"",,"Sonora Santanera",0.0,177.47546,8,0.643,100.07,1,0.0,"Amor De Cabaret",0
215,"SOUDSGM12AC9618304",692313,"Superinstrumental","ARNTLGG11E2835DDB9",,"",,"Clp",0.0,266.39628,7,0.053,114.041,4,0.878,"Insatiable (Instrumental Version)",0
216,"SOIAZJW12AB01853F1",358182,"Pink World","AR8ZCNI1187B9A069B",,"",,"Planet P Project",0.0,269.81832,4,0.717,86.643,4,0.487,"Pink World",1984
217,"SOFSOCN12A8C143F5D",611336,"Muertos Vivos","ARXR32B1187FB57099",,"",,"Gob",0.0,209.60608,2,0.092,129.738,4,0.562,"Face the Ashes",2007
218,"SOMZWCG12A8C13C480",300848,"Fear Itself","ARD7TVE1187B99BFB1",,"California - LA",,"Casual",0.0,218.93179,1,0.736,92.198,4,0.778,"I Didn't Mean To",0
219,"SONHOTT12A8C13493C",287650,"Friend Or Foe","AR7G5I41187FB4CE6C",,"London England",,"Adam Ant",0.0,233.40363,0,0.751,119.293,4,0.0,"Something Girls",1982
220,"SOYMRWW12A6D4FAB14",41838,"Ordinary Day","ARKFYS91187B98E58F",,"",,"Jeff And Sheri Easter",0.0,267.7024,5,0.635,147.782,3,0.454,"The Moon And I (Ordinary Day Album Version)",0
221,"SOHKNRJ12A6701D1F8",8876,"Gin & Phonic","AR10USD1187B99F3F1",,"Burlington Ontario Canada",,"Tweeterfriendly Music",0.0,189.57016,4,0.0,101.43,3,0.408,"Drop of Rain",0
222,"SOFRUDU12A8C13A40C",293622,"RCA Country Legends","AR0X3JJ1187FB3A9A7",,"McLellan FL",,"Hank Locklin",0.0,127.05914,2,0.826,148.357,4,0.097,"We're Gonna Go Fishin'",0
223,"SODJUNF12A8C13337F",282150,"Boo-Tay","ARRA2F91187B9B4061",,"",,"Bare Jr.",0.0,254.79791,10,0.647,107.529,3,1.0,"Naked Albino",1998
224,"SOFGQAP12AB0185946",575880,"In London_ In Love","ARMQ32V1187B9999F3",52.88356,"England",-1.97406,"Norrie Paramor",0.0,163.49995,9,0.753,79.731,4,0.897,"Dearly Beloved",0
225,"SONXLQQ12AB0184B54",472444,"LOOK (Original Motion Picture Soundtrack)","AR035N21187FB3938E",34.23294,"Earth",-102.4102,"BT",0.0,44.35546,1,0.0,136.164,4,0.68,"Robbers Kill Cop",0
226,"SORGLCR12AB0184B69",539974,"Of My Times","AR8EDG51187FB41A08",,"",,"Gary Hobbs",0.0,289.64526,0,0.403,188.502,1,0.0,"The Look Of Love",0
227,"SOVDDWO12A6D4F9A78",46723,"The Best Of Shelley Fabares [Digital Version]","ARSGZ3J1187FB3E610",34.01156,"Santa Monica CA",-118.49229,"Shelley Fabares",0.0,143.0722,0,0.675,99.408,4,1.0,"Johnny Loves Me (LP Version)",0
228,"SORAJXA12A58A7A4C9",71267,"A Nite On The Strip - Live","ARHONG11187FB3B120",29.78772,"katy",-95.82333,"L.A. Guns",0.0,201.09016,5,0.608,102.259,3,1.0,"Bitch Is Back",1988
229,"SOVQZYP12A8C144692",614890,"Take A Look","ARBM4TC1187FB5CE98",,"Los Angeles CA",,"Natalie Cole",0.0,185.7824,8,0.015,88.489,1,0.249,"Take A Look  (LP Version)",0
230,"SOHTWLT12A8C13CFE1",307651,"Pearl Jam","ARFVYJI1187B9B8E13",47.60356,"Seattle WA",-122.32944,"Pearl Jam",0.0,428.56444,4,0.743,105.994,3,1.0,"Inside Job",2006
231,"SOKPHVH12AB0187460",763206,"Relax","ARA0H5U1187FB47949",,"",,"2-4 Grooves feat. Reki D.",0.0,203.83302,4,0.648,126.941,4,1.0,"Relax",2009
232,"SOOQHNV12AB0186CD4",554760,"Matumago X Press","ARULHJM1187B997004",,"",,"Word",0.0,229.51138,9,0.457,187.807,4,0.381,"Amalgama",0
233,"SOTHWPG12AB018C90E",767591,"Behind The Blue","ARYXJ5A1187B9B9E56",36.69094,"Jerez De La Frontera (C\xc3\xa1diz)",-6.13487,"Kiril Valeri",0.0,306.72934,11,0.0,96.007,4,0.906,"Bulgarian Dream",0
234,"SOSGXRU12AAF3B2B07",528941,"The Best of DJ Quik - Da Finale","AROTIMO1187FB532BF",,"Compton CA",,"DJ Quik",0.0,205.58322,7,0.025,181.115,4,0.701,"Born and Raised In Compton",1991
235,"SOAYYDM12AB01817E6",329967,"Enjoy!","ARANOZN1187B9B373E",,"Los Angeles CA",,"Descendents",0.0,140.66893,6,0.006,89.495,4,0.614,"Orgofart",1986
236,"SOIUGDX12A6D4FDECA",239244,"Joy In Our Hearts - The Gospel Side Of The Jordanaires","AR358YS1187FB44A29",37.20897,"Springfield MO",-93.29156,"The Jordanaires",0.0,176.50893,5,0.526,159.582,3,1.0,"Sweet By And By",0
237,"SOHHANU12A58A77C66",538734,"Crack The Skye","ARMQHX71187B9890D3",,"Atlanta GA",,"Mastodon",0.0,654.28853,7,0.539,118.433,4,0.802,"The Czar: Usurper/Escape/Martyr/Spiral (Album Version)",2009
238,"SODYZIU12A8C13FBD9",223563,"Call of the Mastodon","ARMQHX71187B9890D3",,"Atlanta GA",,"Mastodon",0.0,233.58649,2,0.604,89.78,4,0.0,"Shadows That Move",2001
239,"SOZWHVZ12A6D4F90E7",53563,"Window In The Skies","ARUJ5A41187FB3F5F1",,"Dublin Ireland",,"U2",0.0,485.19791,3,0.878,134.083,4,0.662,"Kite Live from Sydney",2007
240,"SOHULHF12AB017F6CF",443790,"Bahamian Songs","AR97EHA1187B98AD5F",30.33138,"Jacksonville FL",-81.6558,"Blind Blake & The Royal Victoria Hotel Calypsos",0.0,151.53587,7,0.497,101.492,4,1.0,"Oh Look Misery",0
241,"SOVHRBI12A81C22E02",282711,"Untitled","ARMBTFC1187FB56343",,"Bakersfield CA",,"Korn",0.0,288.49587,10,0.439,160.022,3,0.719,"Ever Be",2007
242,"SOEETVW12A6D4F93B8",27997,"Extreme","AR5J8XN1187B9B712E",,"",,"Extreme",0.0,181.55057,1,0.306,120.097,4,0.194,"Teacher's Pet",0
243,"SOKLQWF12A8C1423F2",428274,"Jerry Butler Selected Hits Vol. 4","AR8XG9J1187FB418C1",33.54243,"Sunflower MS",-90.53727,"Jerry Butler",0.0,155.74159,2,0.426,105.24,4,0.0,"Moon River - Original",0
244,"SOBMHTY12AC9097B7C",785416,"Live From Dublin","AREW1KO1187B98E42E",,"",,"The Irish Tenors",0.0,100.85832,10,0.045,152.258,4,0.487,"Mountains Of Mourne",0
245,"SOVTGXQ12A6D4FB9CA",64098,"Aliens - The Deluxe Edition","ARBM57Q1187B9AF97C",34.05349,"Los Angeles CA",-118.24532,"James Horner",0.0,191.81669,9,0.137,90.084,1,0.342,"Atmosphere Station",1986
246,"SOFWWGY12AB0185BC5",708314,"A Jerome Kern Songbook","ARFTMGO1187B9A777A",43.64856,"Toronto Ontario Canada",-79.38533,"Percy Faith",0.0,160.28689,0,0.837,86.141,4,0.77,"Yesterdays",0
247,"SOQBQWN12AB0186782",585535,"Tales From The Sick","ARE1N571187B98A47D",51.50632,"London",-0.12714,"Prozak",0.0,173.24363,8,0.364,88.835,4,0.854,"Go To Hell",0
248,"SOLKTEK12AB018BE1A",570488,"Mind Control","ARED2DG1187FB3CB4D",,"",,"Tantric",0.0,177.24036,2,0.796,106.698,1,0.792,"Walk Away",2009
249,"SOQAHUW12AB0181F04",508052,"Nuestra Tradici\xc3\xb3n","ARE2BVT1187B9AC9A2",,"",,"Little Joe",0.0,239.01995,5,0.606,106.398,3,1.0,"Loco (Crazy)",0
250,"SOJTIKK12A8C13B15E",263915,"L'enqu\xc3\xaate corse - bof","AR4B3RX1187B9A868A",,"",,"Alexandre Desplat",0.0,70.26893,7,0.417,128.173,4,0.189,"Palmer enqu\xc3\xaate",2004
251,"SORQLMX12A8C133FCD",150354,"L'essentiel 2003","ARHSS201187B98A8CC",,"",,"Yvette Horner",0.0,148.03546,7,0.881,162.385,1,0.0,"La Plus Bath Des Javas",0
252,"SOJRCDU12AB0189D27",466577,"One World One People","ARNIFX51187FB418EA",,"",,"Xcultures",0.0,38.3473,9,0.054,107.177,7,0.545,"Smile",2000
253,"SOLWQFA12AB01899E8",650697,"EQUALIZE","ARXG6L11187FB5695E",52.47859,"Birmingham/ London UK",-1.9086,"SWAMI featuring Asuivre",0.0,260.28363,10,0.014,90.008,4,0.676,"Give It What U Got",2007
254,"SODTRPJ12A8C1377E9",355081,"Oh My God","AR1QXAQ1187FB47FAC",,"Brookyln NY",,"Sticky Fingaz",0.0,266.4224,6,0.358,80.149,4,1.0,"Oh My God",2000
